ox_code	src_code	population	country	region	contributor	contact	year	m_s	sex	n_sequences	mean_coverage	phenotype	insecticide
AN0080-C	CM0902078	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	79579710	20.83	NA	NA
AN0081-C	CM0902079	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	129284128	36.22	NA	NA
AN0082-C	CM0902080	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	84807116	24.14	NA	NA
AN0083-C	CM0902081	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	91114140	23.8	NA	NA
AN0084-C	CM0902082	CMgam	Cameroon	Zembe-Borongo	Nora_Besansky	Reidenbach	2009	S	F	101344664	30.52	NA	NA
AN0085-C	CM0902128	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	107768594	26.17	NA	NA
AN0086-C	CM0902131	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	99594968	23.11	NA	NA
AN0087-C	CM0902133	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	120699290	33.08	NA	NA
AN0088-C	CM0902156	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	91114758	19.11	NA	NA
AN0089-C	CM0902157	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	77550652	22.44	NA	NA
AN0090-C	CM0902158	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	68172582	19.26	NA	NA
AN0091-C	CM0902159	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	92701324	25.98	NA	NA
AN0092-C	CM0902161	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	223100226	59.16	NA	NA
AN0093-C	CM0902162	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	65334034	17.23	NA	NA
AN0094-C	CM0902163	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	101685234	28.91	NA	NA
AN0095-C	CM0902164	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	88181622	19.68	NA	NA
AN0096-C	CM0902166	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	109742978	32.25	NA	NA
AN0097-C	CM0902172	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	94576722	26	NA	NA
AN0098-C	CM0902174	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	97030006	29.28	NA	NA
AN0099-C	CM0902206	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	61941102	16.97	NA	NA
AN0100-C	CM0902207	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	100675284	29.03	NA	NA
AN0101-C	CM0902229	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	73183504	23.44	NA	NA
AN0102-C	CM0902232	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	78843938	22.33	NA	NA
AN0103-C	CM0902244	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	107002246	31.58	NA	NA
AN0104-C	CM0902301	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	117495088	30.13	NA	NA
AN0105-C	CM0902302	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	100244110	28.31	NA	NA
AN0106-C	CM0902303	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	94162580	29.51	NA	NA
AN0107-C	CM0902304	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	103464324	31.36	NA	NA
AN0108-C	CM0902307	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	62074228	18.52	NA	NA
AN0109-C	CM0902331	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	81400742	23.33	NA	NA
AN0111-C	CM0902342	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	132022452	34.89	NA	NA
AN0112-C	CM0902343	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	70978438	18.17	NA	NA
AN0113-C	CM0902354	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	76503142	22.95	NA	NA
AN0114-C	CM0902357	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	64863192	18.86	NA	NA
AN0115-C	CM0902358	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	96882660	29.8	NA	NA
AN0117-C	CM0902364	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	98010584	30.37	NA	NA
AN0118-C	CM0902365	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	97889992	28.16	NA	NA
AN0119-C	CM0902366	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	93031616	27.24	NA	NA
AN0120-C	CM0902372	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	103235040	29.91	NA	NA
AN0121-C	CM0902373	CMgam	Cameroon	Gado-Badzere	Nora_Besansky	Reidenbach	2009	S	F	101529336	24.17	NA	NA
AN0122-C	CM0901767	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	79836644	24.31	NA	NA
AN0123-C	CM0901768	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	134255782	41.94	NA	NA
AN0124-C	CM0901769	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	113808116	35.86	NA	NA
AN0125-C	CM0901770	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	109497756	33.82	NA	NA
AN0126-C	CM0901771	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	100410658	31.74	NA	NA
AN0127-C	CM0901772	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	92503154	26.21	NA	NA
AN0128-C	CM0901773	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	101257468	31.18	NA	NA
AN0129-C	CM0901774	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	110085136	34.75	NA	NA
AN0130-C	CM0901775	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	83830412	25.43	NA	NA
AN0131-C	CM0901776	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	44645018	14.21	NA	NA
AN0132-C	CM0901777	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	152237890	40.24	NA	NA
AN0134-C	CM0901852	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	96985048	31.01	NA	NA
AN0135-C	CM0901853	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	181288056	53.68	NA	NA
AN0136-C	CM0901855	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	M	113249104	35.3	NA	NA
AN0137-C	CM0901587	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	161067802	53.12	NA	NA
AN0138-C	CM0901588	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	147708110	48.63	NA	NA
AN0139-C	CM0901589	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	198078592	63.83	NA	NA
AN0140-C	CM0901590	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	182257780	60.02	NA	NA
AN0141-C	CM0901591	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	167370052	55.46	NA	NA
AN0142-C	CM0901592	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	182123344	59.61	NA	NA
AN0143-C	CM0901593	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	94951778	31.94	NA	NA
AN0144-C	CM0901594	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	174339000	58.8	NA	NA
AN0147-C	CM0901597	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	191144466	62.77	NA	NA
AN0149-C	CM0901599	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	110435708	33.02	NA	NA
AN0151-C	CM0901601	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	115120714	37.56	NA	NA
AN0152-C	CM0901602	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	103985174	34.48	NA	NA
AN0153-C	CM0901603	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	93111954	31.1	NA	NA
AN0154-C	CM0901604	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	87813384	29.11	NA	NA
AN0155-C	CM0901605	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	90778570	30.58	NA	NA
AN0156-C	CM0901606	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	85719880	28.08	NA	NA
AN0157-C	CM0901607	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	106425632	35.41	NA	NA
AN0158-C	CM0901608	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	52739258	18.14	NA	NA
AN0159-C	CM0901609	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	106139902	35.52	NA	NA
AN0160-C	CM0901610	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	118091538	40.07	NA	NA
AN0162-C	CM0901612	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	93590124	30.6	NA	NA
AN0163-C	CM0901613	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	147135586	49.2	NA	NA
AN0164-C	CM0901615	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	78678436	26.67	NA	NA
AN0165-C	CM0901616	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	87933514	29.26	NA	NA
AN0166-C	CM0901617	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	94284484	29.43	NA	NA
AN0167-C	CM0901618	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	62886888	20.09	NA	NA
AN0168-C	CM0901619	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	99746432	32.94	NA	NA
AN0169-C	CM0901620	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	77253074	26.47	NA	NA
AN0170-C	CM0901621	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	90857650	30.61	NA	NA
AN0171-C	CM0901623	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	169153586	51.4	NA	NA
AN0172-C	CM0901624	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	109998486	33.18	NA	NA
AN0173-C	CM0901625	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	134031266	31.94	NA	NA
AN0174-C	CM0901626	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	94705008	25.91	NA	NA
AN0175-C	CM0901627	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	109337272	31.24	NA	NA
AN0176-C	CM0901628	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	111821276	28.22	NA	NA
AN0177-C	CM0901629	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	118929054	36.74	NA	NA
AN0178-C	CM0901630	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	107684098	29.56	NA	NA
AN0179-C	CM0901631	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	106366060	31.95	NA	NA
AN0180-C	CM0901632	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	99956914	29.74	NA	NA
AN0181-C	CM0901633	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	86252886	21.27	NA	NA
AN0182-C	CM0901635	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	124683210	36.85	NA	NA
AN0183-C	CM0901636	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	233852602	62.73	NA	NA
AN0184-C	CM0901553	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	76194114	19.09	NA	NA
AN0185-C	CM0901554	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	102404516	24.66	NA	NA
AN0186-C	CM0901555	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	88890578	27.95	NA	NA
AN0187-C	CM0901556	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	78808686	22.66	NA	NA
AN0188-C	CM0901558	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	81074756	21.38	NA	NA
AN0189-C	CM0901559	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	184203402	53.23	NA	NA
AN0190-C	CM0901560	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	88572830	23	NA	NA
AN0191-C	CM0901561	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	80791692	24.5	NA	NA
AN0192-C	CM0901562	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	94610804	24.69	NA	NA
AN0193-C	CM0901564	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	83685048	23.21	NA	NA
AN0194-C	CM0901565	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	88884022	27.51	NA	NA
AN0196-C	CM0901568	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	91828314	24.19	NA	NA
AN0197-C	CM0901570	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	98638576	31.15	NA	NA
AN0198-C	CM0901572	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	87497388	26.37	NA	NA
AN0199-C	CM0901573	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	98445282	27.43	NA	NA
AN0200-C	CM0901575	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	98408356	27.74	NA	NA
AN0201-C	CM0901576	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	92228732	26.36	NA	NA
AN0202-C	CM0901578	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	87834178	22.05	NA	NA
AN0203-C	CM0901579	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	109149744	32.49	NA	NA
AN0204-C	CM0901580	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	107927016	28.93	NA	NA
AN0205-C	CM0901581	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	55923006	16.7	NA	NA
AN0206-C	CM0901582	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	72526530	21.44	NA	NA
AN0207-C	CM0901583	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	98016572	27.2	NA	NA
AN0208-C	CM0901584	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	106990928	35.49	NA	NA
AN0209-C	CM0901585	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	49298686	16.43	NA	NA
AN0210-C	CM0901793	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	83611338	24.75	NA	NA
AN0212-C	CM0901801	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	84890272	25.07	NA	NA
AN0213-C	CM0901803	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	96825770	22.21	NA	NA
AN0214-C	CM0901804	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	94331240	27.65	NA	NA
AN0215-C	CM0901805	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	97384570	30.6	NA	NA
AN0217-C	CM0901808	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	104764036	29.77	NA	NA
AN0218-C	CM0901809	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	88771328	26.17	NA	NA
AN0219-C	CM0901810	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	131512376	37.98	NA	NA
AN0220-C	CM0901814	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	88988312	26.44	NA	NA
AN0221-C	CM0901818	CMgam	Cameroon	Mayos	Nora_Besansky	Reidenbach	2009	S	F	122838096	36.93	NA	NA
AN0222-C	CM0901912	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	115117576	35	NA	NA
AN0223-C	CM0901913	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	82311922	25.31	NA	NA
AN0224-C	CM0901914	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	96621096	30.69	NA	NA
AN0225-C	CM0901915	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	83559574	26.22	NA	NA
AN0226-C	CM0901916	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	96775344	30.13	NA	NA
AN0227-C	CM0901917	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	89958382	29.14	NA	NA
AN0228-C	CM0901918	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	124902302	37.22	NA	NA
AN0229-C	CM0901919	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	92128668	28.53	NA	NA
AN0230-C	CM0901950	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	109265172	33	NA	NA
AN0231-C	CM0901951	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	92911956	29.38	NA	NA
AN0232-C	CM0901952	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	102423504	32.26	NA	NA
AN0233-C	CM0901953	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	96046508	29.46	NA	NA
AN0234-C	CM0901954	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	90402838	28.82	NA	NA
AN0235-C	CM0901955	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	95089594	29.88	NA	NA
AN0236-C	CM0901956	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	M	104740628	31.87	NA	NA
AN0237-C	CM0901857	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	93969614	21.95	NA	NA
AN0238-C	CM0901858	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	194858264	55.46	NA	NA
AN0239-C	CM0901859	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	138588730	34.25	NA	NA
AN0240-C	CM0901864	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	85680756	26.19	NA	NA
AN0241-C	CM0901865	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	111018776	33.15	NA	NA
AN0242-C	CM0901866	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	91504272	30.52	NA	NA
AN0243-C	CM0901867	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	48287458	15.73	NA	NA
AN0244-C	CM0901868	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	99985820	28.31	NA	NA
AN0245-C	CM0901872	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	109067028	32.4	NA	NA
AN0246-C	CM0901873	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	363625902	59.88	NA	NA
AN0247-C	CM0901878	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	122372634	35.04	NA	NA
AN0248-C	CM0901880	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	111124940	29.43	NA	NA
AN0250-C	CM0901882	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	143553368	40.82	NA	NA
AN0251-C	CM0901883	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	105790666	29.77	NA	NA
AN0252-C	CM0901885	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	76353190	21.88	NA	NA
AN0253-C	CM0901886	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	269078012	60.46	NA	NA
AN0254-C	CM0901887	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	275992754	80.42	NA	NA
AN0255-C	CM0901888	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	120842982	37.97	NA	NA
AN0256-C	CM0901889	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	106010806	32.89	NA	NA
AN0258-C	CM0901891	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	108194254	36	NA	NA
AN0259-C	CM0901892	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	91510100	29.03	NA	NA
AN0260-C	CM0901893	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	88705908	30.1	NA	NA
AN0261-C	CM0901894	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	92631202	27.71	NA	NA
AN0262-C	CM0901895	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	96029012	32.07	NA	NA
AN0263-C	CM0901896	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	110912136	35.16	NA	NA
AN0264-C	CM0901897	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	103695152	29.93	NA	NA
AN0265-C	CM0901898	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	212631298	67.37	NA	NA
AN0266-C	CM0901899	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	116785434	36.3	NA	NA
AN0267-C	CM0901901	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	106209768	33.31	NA	NA
AN0268-C	CM0901902	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	81896922	26.78	NA	NA
AN0269-C	CM0901903	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	84638922	27.78	NA	NA
AN0270-C	CM0901905	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	94988852	32.14	NA	NA
AN0271-C	CM0901906	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	49195434	13.73	NA	NA
AN0272-C	CM0901937	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	138990628	39.46	NA	NA
AN0275-C	CM0901940	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	387041620	98.48	NA	NA
AN0276-C	CM0901941	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	94805076	31.22	NA	NA
AN0277-C	CM0901942	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	104110286	28.83	NA	NA
AN0278-C	CM0901943	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	89599382	23.58	NA	NA
AN0279-C	CM0901944	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	85906908	26.18	NA	NA
AN0280-C	CM0901181	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	92083734	29.16	NA	NA
AN0281-C	CM0901182	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	100491206	31.37	NA	NA
AN0282-C	CM0901183	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	123967526	40.13	NA	NA
AN0283-C	CM0901191	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	98397514	31.78	NA	NA
AN0284-C	CM0901193	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	85120060	27.97	NA	NA
AN0285-C	CM0901201	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	112783648	35.98	NA	NA
AN0286-C	CM0901214	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	92860322	29.52	NA	NA
AN0287-C	CM0901239	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	102516016	33.4	NA	NA
AN0288-C	CM0901240	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	109027468	36.05	NA	NA
AN0289-C	CM0901241	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	177196650	55.65	NA	NA
AN0290-C	CM0901242	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	100404510	32.54	NA	NA
AN0291-C	CM0901243	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	102912534	33.44	NA	NA
AN0292-C	CM0901244	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	97196082	31.54	NA	NA
AN0293-C	CM0901245	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	99946840	32.63	NA	NA
AN0294-C	CM0901280	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	96727098	31.57	NA	NA
AN0295-C	CM0901281	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	137394740	43.51	NA	NA
AN0296-C	CM0901284	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	118821084	37.68	NA	NA
AN0297-C	CM0901285	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	74600288	24.22	NA	NA
AN0298-C	CM0901286	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	96770970	32.35	NA	NA
AN0299-C	CM0901287	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	105055282	34.59	NA	NA
AN0300-C	CM0901324	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	103888884	33.36	NA	NA
AN0301-C	CM0901325	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	75306374	24.38	NA	NA
